Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
8.6,3.61,3.14,4.15,65091478,1.79,36.29,Lisasta
8,5.54,4.44,4.77,65097532,0,50.44,Rjava
12,5.22,3.66,4.77,65097533,2.01,35.79,Rjava
6,6.59,4.71,4.76,65093822,0,55.99,Holstein
5.2,4.99,4.1,4.08,65097025,1.66,36.41,Holstein
16.5,7.3,2.6,4.6,65094065,3.01,33.46,Holstein
7.4,6.7,4.5,4.35,65097426,0,49.87,Lisasta
14,4.51,3.45,4.58,65116688,0.8,49.93,Holstein
8.8,3.22,3.21,4,65091074,4.75,21.39,Lisasta
12,4.18,3.45,4.52,65102298,1.49,42.01,Rjava
12,3.81,2.58,4.46,65099551,4.12,28.27,Holstein
9.2,3.81,3.51,4.59,65088741,2.29,37.83,Lisasta
6,5.71,4.45,4.16,65097468,0.9,42.45,Lisasta
14.8,4.67,4.02,4.65,65088514,0,53.22,Lisasta
12.2,5.23,4.2,4.46,65104805,0.17,49.86,Lisasta
11.1,4.54,3.42,4.72,65102584,1.6,42.72,Lisasta
11,4.5,3.58,4.53,65089823,2.27,33.43,Rjava
0,5.67,4.57,4.31,65125363,0,53.53,Holstein
3.8,4.71,3.59,4.38,65115482,0.99,44.4,Rjava
10.2,4.59,3.78,4.3,65115627,1.56,41.43,Holstein
14.4,3.64,3.67,4.67,65110504,0.95,45.65,Rjava
7.7,4.6,4.56,4.74,65121896,0,53.54,Lisasta
7,4.52,3.41,4.51,65097219,0.99,41.35,Rjava
8.4,4.87,3.97,4.77,65116100,0.54,49.95,Lisasta
9.4,5.49,4.67,4.89,65110937,0,48.42,Holstein
11.2,5.64,3.69,4.93,65115226,0.94,47.05,Lisasta
6.4,4.76,3.74,4.15,65097639,1.85,38.57,Lisasta
23.2,3.02,3.36,4.77,65110436,1.67,44.74,Lisasta
21.3,2.9,3.3,4.63,65110424,1.47,45.66,Lisasta
5.6,4.74,3.71,4.57,65094323,0.25,51.28,Lisasta
7.5,4.01,3.6,4.63,65110623,1.96,39.21,Holstein
17,3.2,3.31,4.55,65088650,1.92,38.98,Holstein
13.9,4.7,2.84,4.64,65119723,2.62,40.19,Holstein
10.2,4.49,3.43,4.56,65087767,0.71,48.5,Lisasta
12.8,5.09,3.07,4.83,65115282,1.4,44.32,Holstein
10.4,4.59,3.54,4.47,65120152,1.47,44.96,Lisasta
6.4,3.67,3.65,4.35,65102257,2.89,33.79,Rjava
7.6,4.08,3.8,4.46,65107572,1.79,39.18,Lisasta
12.5,3.21,3.55,4.67,65107722,1.11,45.05,Holstein
7.4,5.82,4.31,4.65,65117142,0,53.53,Rjava
15,3.62,3.81,4.73,65116142,1.05,43.65,Lisasta
17,4.34,3.67,4.47,65115927,1.29,45.17,Holstein
0,4.65,4.23,4.55,65125392,0.1,47.96,Holstein
9,4.19,2.96,4.29,65115817,2.95,34.11,Holstein
11,4.17,3.41,4.75,65117131,2.11,39.32,Lisasta
11.4,3.94,4.42,4.55,65107623,0.11,49.23,Lisasta
14,3.58,3.32,4.47,65107622,1.69,42.26,Lisasta
10,3.55,3.04,4.23,65120259,3.77,30.14,Holstein
8.7,3.03,3.85,4.81,65120258,0.85,45.32,Rjava
0,4.54,3.95,4.68,65122399,0,51.84,Rjava
8.5,4.79,4,4.55,65116896,1.22,46.03,Lisasta
0,4.19,3.2,4.38,65125743,1.8,41.05,Lisasta
7.6,3.91,3.42,4.82,65107889,1.27,44.41,Lisasta
18.3,4.45,3.77,4.47,65107442,0.81,45.46,Holstein
11.4,4.73,3.46,4.5,65107440,1.57,44.45,Holstein
18.1,3.3,3.18,4.69,65107441,1.57,43.46,Holstein
0,4.25,3.98,4.45,65124421,0,51.55,Holstein
6,5.67,4.38,4.62,65096745,0,51.58,Lisasta
0,4.15,3.66,4.71,65126304,1.34,45.47,Lisasta
13.2,4.49,3.14,4.39,65087882,2.71,34.69,Holstein
8.5,5.79,4.33,4.39,65105431,0.32,48.82,Holstein
8,3.23,2.93,4.53,65122101,3.43,32.83,Lisasta
8.5,4.23,3.33,4.83,65115254,1.49,44.38,Lisasta
14.4,3.05,3.52,4.98,65121944,0.21,52.16,Lisasta
14,4.2,3.73,4.56,65092353,1.47,40.01,Rjava
0,5.32,3.66,4.41,65122120,1.78,43.11,Holstein
0,3.69,3.18,4.16,65126430,3.01,39.22,Holstein
7.1,2.08,3.17,4.55,65112199,2.64,37.99,Lisasta
16.4,3.83,2.63,4.55,65102335,3.49,33.49,Holstein
10.6,5.5,3.87,4.47,65116250,0.95,46.19,Holstein
12,4.05,3.62,4.57,65097531,1.33,40.11,Rjava
0,4.17,3.94,4.45,65122523,0,50.13,Holstein
8.2,4.02,3.56,4.61,65087791,0.5,49.34,Lisasta
13.8,3.74,3.25,4.53,65089797,2.03,37.04,Holstein
16.2,3.77,2.74,4.66,65105516,2.86,37.23,Lisasta
0,5.65,3.54,4.59,65122170,1.08,48.33,Lisasta
9.6,5.02,3.54,4.47,65097640,2.06,38.29,Holstein
18.5,2.37,3.03,4.83,65104513,2.24,39.42,Holstein
0,3.14,3.14,4.63,65089657,0.56,46.76,Lisasta
12.6,4.35,3.79,4.69,65099437,0.31,48.98,Lisasta
5.5,4.53,3.58,4.06,65107256,3.52,30.6,Holstein
0,5.61,3.24,4.22,65122657,2.74,37.7,Holstein
15.4,4.39,3.92,4.53,65091433,0.89,44.38,Holstein
8.1,3.9,3.63,4.49,65096744,1.04,43.08,Lisasta
18,3.2,3.26,4.61,65094122,2.01,38.79,Holstein
11.5,2.79,3.17,4.39,65094123,2.23,36.48,Holstein
10.8,4.26,3.89,4.54,65085665,0.46,46.86,Lisasta
16,4.96,4.23,4.36,65101152,1.1,41.41,Holstein
27.8,4.21,3.7,4.64,65097063,0.74,46.6,Holstein
14.5,3.91,3.48,4.75,65094119,0.32,47.48,Holstein
11.2,4.94,3.16,4.07,65101197,3.28,31.82,Holstein
10.4,2.75,2.98,4.69,65106124,1.97,40.07,Rjava
9.6,5.22,4.08,4.65,65097027,0.59,44.84,Holstein
0,4.76,4.33,4.57,65126410,0.82,46.62,Lisasta
10,4.91,4.66,4.32,65104338,0,47.79,Holstein
0,4.07,3.34,4.55,65124913,1.76,41.45,Holstein
11,4.68,3.35,4.9,65091697,0.73,46.67,Lisasta
20,3.81,3.32,4.76,65085708,1.39,43.32,Holstein
14,4.55,4.32,4.29,65104337,0.26,49.97,Holstein
15.4,3.9,3.81,4.69,65093631,0.07,48.54,Lisasta
14,4.33,3.22,4.54,65096941,2.18,37.46,Holstein
11.6,5.35,2.88,4.88,65107554,1.49,43.5,Rjava
4.2,5.07,3.73,4.48,65107555,2.36,37.37,Rjava
5,5.69,4.21,4.55,65116371,0,50.63,Lisasta
10.2,5,3.94,4.66,65116301,0.22,50.34,Rjava
10.4,4.23,4.2,4.24,65088515,1.17,42.61,Lisasta
12.8,4.69,4.14,4.26,65088516,1.28,43.01,Lisasta
12.6,3.7,3.03,4.3,65102336,2.01,41.09,Holstein
14,3.84,2.63,4.81,65097155,2.33,39.52,Holstein
34.8,3.22,3.08,4.14,65105202,4.43,23.51,Holstein
26.4,3.97,2.97,4.57,65091818,2.54,35.35,Holstein
10,4.93,3.58,4.57,65085308,1.31,42.14,Rjava
7.2,4.77,3.82,4.57,65085307,0.38,44.95,Rjava
8.2,4.71,4.18,4.17,65115450,0.75,46.8,Holstein
10.4,4.9,3.9,4.48,65115430,0.88,45.48,Holstein
5.5,4.44,4.23,4.36,65100696,0,47.52,Holstein
14.6,3.93,3.13,4.69,65088651,2.55,35.11,Holstein
6.8,3.51,3.67,3.88,65104909,4.07,25.22,Lisasta
5,3.87,3.36,4.7,65117245,1.62,42.64,Holstein
10.8,4.84,4.05,4.42,65100630,0,51.97,Lisasta
10,4.2,4.18,4.04,65111966,1.41,41.01,Holstein
11,3.4,3.3,4.62,65087971,2.19,37.32,Lisasta
16,4.46,3.29,4.73,65088057,1.58,43.08,Holstein
3,5.99,4.5,4.87,65105612,0,53.08,Lisasta
5,5.27,3.42,4.54,65105613,1.8,41.73,Lisasta
6.6,4.65,3.42,4.55,65120436,2.35,37.92,Lisasta
4.4,4.37,4.29,4.84,65120437,0.36,47,Lisasta
0,4.06,3.99,4.61,65112056,0.69,45.8,Holstein
9.3,3.23,2.92,4.68,65088321,2.64,36.87,Holstein
8.8,4.26,3.73,4.45,65085337,1.78,41.32,Holstein
14,4.91,3.12,4.66,65085761,1.72,40.62,Holstein
7.2,3.87,3.57,4.69,65116727,1.19,45.77,Lisasta
0,3.82,4.22,4.56,65124838,0.49,46.13,Lisasta
5.6,4.05,3.6,4.43,65102317,2.45,38.05,Holstein
12,4.03,3.34,4.86,65122097,1.66,44.01,Lisasta
6.8,5.87,4.46,4.49,65089778,0.04,48.01,Lisasta
14.2,5.84,3.52,4.39,65107926,1.98,39.89,Holstein
13.8,4.59,3.13,4.9,65097494,1.49,41.94,Rjava
19.5,4.1,3.12,4.76,65089939,1.61,40.1,Lisasta
13.2,4.38,2.82,4.79,65100591,1.62,43.68,Lisasta
10.3,3.81,3.77,4.51,65100592,1.13,43.16,Lisasta
22.8,4.89,3.14,4.55,65094068,1.67,39.45,Holstein
17,3.18,3.33,4.82,65089940,0.71,44.81,Lisasta
19.9,5.09,4.26,4.69,65119526,0.25,49.07,Holstein
7,5.37,4.64,4.5,65092382,0,46.09,Rjava
0,3.67,3.4,4.43,65125309,2.29,37.74,Lisasta
19.3,5.73,3.73,4.52,65099399,0.92,47.92,Holstein
14.4,3.73,4.02,4.3,65104604,1.45,41.62,Holstein
0,4.19,3.75,4.53,65125582,1.26,43.12,Rjava
8,3.13,3.12,4.75,65105384,2.49,36.06,Lisasta
12.4,4.16,3.72,4.48,65105385,2.62,35.78,Holstein
17.4,4.28,3.56,4.74,65105339,1.76,43.57,Holstein
14.9,4,3.42,4.75,65093823,1.6,41.95,Holstein
12,5.16,3.16,4.84,65117091,2.33,41.61,Holstein
13,4.5,3.77,4.43,65093908,1.17,40.33,Lisasta
8.9,5.84,3.67,4.52,65093877,1.4,42.59,Holstein
7.1,4.78,4.06,4.02,65093878,1.02,42.38,Holstein
7.8,5.18,4.33,4.57,65091785,0,46.8,Rjava
0,3.21,3.8,4.51,65125093,1.16,42.48,Lisasta
7.2,7.02,4.4,4.3,65115614,0.47,49.07,Holstein
7.4,3.82,3.69,4.49,65089270,1.36,39.69,Lisasta
12.2,5.81,4.35,4.5,65120029,0.74,46.39,Holstein
9.8,6.6,4.19,4.36,65120030,0.94,45.8,Holstein
6,3.65,3.17,4.62,65089585,2.44,35.46,Lisasta
10.4,4.17,3.22,4.61,65085176,1.22,45.47,Lisasta
0,5.44,2.5,4.96,65124658,2.91,37.18,Holstein
8.1,3.92,2.83,4.71,65111835,2.53,37.38,Lisasta
10,4.5,3.59,4.97,65105552,1.54,42.61,Lisasta
7.1,3.96,3.76,4.53,65110437,1.27,45.31,Lisasta
8,4.67,3.56,4.79,65116215,0.87,46.47,Lisasta
0,5.71,3.22,4.61,65125814,1.88,37.3,Rjava
9,5.37,3.53,4.76,65117246,1.77,41.82,Holstein
7.4,4.13,3.78,4.34,65117144,1.94,38.7,Rjava
0,3.44,3.58,4.44,65125584,2.37,37.63,Rjava
0,5.08,3.49,4.8,65125583,2.14,40.3,Rjava
10,4.77,4.62,4.1,65115177,0.51,46.74,Holstein
12.8,3.71,3.52,4.45,65115178,1.3,44.94,Lisasta
9,4.58,3.6,4.49,65122002,1.95,41.22,Lisasta
6.4,4.36,4.56,4.21,65115772,1.08,43.41,Lisasta
17.2,3.97,3.63,4.51,65110755,1.41,43.78,Holstein
6.4,5.04,4.34,4.59,65117145,0.96,43.95,Holstein
6.7,4.19,4.36,4.76,65120468,0,51.77,Lisasta
21.9,4.8,3.27,4.92,65107443,1.4,45.54,Holstein
10,4.83,3.93,3.47,65107444,4.56,21.38,Holstein
9.2,4.27,3.86,4.44,65119892,1.08,43.71,Holstein
8.6,4.59,3.55,4.42,65107890,1.76,40.02,Lisasta
21.4,3.01,2.82,4.53,65106345,2.26,39.51,Lisasta
9.7,3.47,3.27,4.72,65089317,1.05,45.49,Lisasta
6.8,4.6,4.46,4.39,65115975,0.47,47.32,Holstein
14,4.18,3.71,4.52,65094255,0.85,44.22,Holstein
14.2,5.01,3.89,4.37,65091511,0.92,43.58,Holstein
13.5,4.16,3.66,3.78,65104514,3.27,28.98,Holstein
18.4,5.39,3.19,4.84,65104515,2.37,38.89,Holstein
0,3.67,2.92,4.8,65125335,2.34,39.55,Lisasta
0,4.75,3.79,4.47,65124453,1.22,44.47,Lisasta
5,6.64,4.31,4.23,65121897,0.73,50.04,Lisasta
0,4.49,3.76,4.16,65122398,2,39.41,Rjava
9.4,5.15,3.28,4.99,65116459,1.29,45.04,Holstein
10,4.69,3.52,4.49,65119392,1.42,43.79,Holstein
0,5.44,3.96,4.43,65126186,1.43,45.04,Holstein
5.8,3.93,3.88,4.39,65093796,0.69,44.03,Holstein
0,2.73,2.94,4.51,65124811,2.1,42.08,Holstein
6.2,6.6,4.14,4.48,65116429,1.08,42.92,Holstein
0,3.46,3.08,4.3,65124810,2.21,40.29,Holstein
18.8,3.42,2.8,4.64,65091861,2.04,38.59,Holstein
6.2,4.42,4.04,3.8,65116836,1.54,40.36,Rjava
11.5,4.46,3.5,4.71,65097539,1.11,43.49,Rjava
15.8,5.2,3.19,5.03,65120177,1.02,47.56,Rjava
14.6,3.9,4.06,4.7,65102282,1.31,43.11,Holstein
5.7,4.66,4.1,4.68,65122022,0.61,49.36,Holstein
4.8,4.03,3.7,4.04,65088012,2.88,31.98,Lisasta
14.2,4.63,3.42,4.74,65089090,1.76,39.29,Lisasta
6.2,5.21,4.34,5.18,65100593,0,51.98,Lisasta
5.6,7.43,4.8,3.65,65093495,0,50.05,Rjava
7.5,4.48,3.86,4.39,65119745,1.26,42.14,Rjava
11.2,4.59,3.43,4.56,65087792,0,52.72,Lisasta
15.2,5.09,3.6,4.63,65102373,0.32,52.65,Lisasta
7,3.93,3.43,4.44,65097156,1.37,41.66,Lisasta
15.6,4.56,3.55,4.4,65091434,1.5,42.05,Lisasta
13.4,5.26,2.99,4.59,65099552,2.63,38.36,Holstein
8,4.99,4.39,4.49,65102405,0,51.4,Lisasta
24.1,4.06,3.63,4.89,65110756,0.61,48.97,Holstein
0,3.98,3.11,4.52,65125585,2.13,39.04,Rjava
6.4,5.28,4.13,4.18,65116102,0.95,46.56,Holstein
3.4,4.31,3.89,4.1,65116101,2.39,35.09,Holstein
20.4,3.76,3.34,4.6,65099596,1.08,44.38,Lisasta
15.2,3.32,3.34,4.83,65088686,1.47,40.94,Rjava
0,3.46,3.39,4.63,65124839,2,41.35,Holstein
15.4,4.6,3.61,4.81,65110757,1,47.37,Holstein
10.6,3.44,2.98,4.67,65116460,2.56,37.87,Holstein
5,5.71,4.04,4.7,65088208,0.6,48.8,Rjava
0,2.08,2.92,2.56,65125656,10.44,0,Holstein
0,3.73,4.01,4.36,65125655,2.96,34.06,Holstein
8,5.09,3.63,4.47,65120455,2.15,41.21,Lisasta
14,4.61,2.92,4.69,65088667,2.45,37.45,Holstein
5.4,4.9,3.25,4.59,65091290,1.24,41.43,Lisasta
16.6,5.58,3.53,4.38,65094256,1.64,42.23,Holstein
7.2,2.7,3.48,4.71,65092420,1.26,38.98,Lisasta
12.1,4.66,3.91,4.73,65093860,0.3,46.5,Lisasta
0,4.15,3.82,4.4,65124914,1.64,43.21,Holstein
0,3.24,3.48,4.66,65125860,1.84,43.65,Rjava
9,4.61,4.47,4.05,65097514,0.54,42.67,Rjava
13.3,5.14,4.02,4.71,65085542,0.58,46.38,Lisasta
0,5.33,4.38,4.58,65124454,0.22,49.11,Holstein
9.2,4.44,3.62,4.46,65093685,1.16,41.71,Lisasta
11,4.63,3.25,4.64,65120230,2.6,36.5,Lisasta
8.2,3.87,2.86,4.91,65088742,2.18,40.32,Lisasta
5.2,4.7,4.05,4.45,65116856,0.58,47.2,Lisasta
11,4.23,3.14,4.44,65100810,2.81,34.68,Holstein
10.3,4.88,3.82,4.45,65089543,1.09,44.21,Holstein
5.8,5.24,4.39,4.04,65091708,1.23,38.14,Holstein
7.4,4.81,3.12,4.66,65089907,2.42,36.27,Holstein
12.8,4.41,3.59,4.77,65105832,1.4,45.74,Lisasta
5.4,4.17,2.91,4.55,65101113,1.74,43.43,Lisasta
3.7,3.84,2.38,4.68,65088417,3.48,32.99,Lisasta
10.8,4.85,4.21,4.62,65088232,0.81,46.61,Holstein
15.4,3.96,3.71,4.23,65104712,2.16,36.02,Rjava
10,3.99,2.71,4.81,65088148,2.47,36.9,Rjava
7.8,4.25,3.33,4.63,65088149,0.75,46.39,Rjava
7.2,4.73,4.45,4.58,65116083,0,50.93,Lisasta
8.8,3.29,3.55,4.32,65089130,1.93,37.92,Lisasta
9.4,4.57,3.37,4.64,65089250,1.57,42.3,Lisasta
4.4,4.44,3.65,4.41,65088042,0.56,46.54,Rjava
11.8,4.81,2.91,4.65,65099609,1.89,40.34,Rjava
0,4.59,3.97,4.82,65125980,0.14,50.37,Rjava
12.6,3.83,3.08,4.79,65088687,2.07,37.5,Rjava
7.1,3.45,3.67,4.78,65093533,0,52.77,Lisasta
8.5,4.21,3.04,4.14,65085384,3.03,33.72,Holstein
10,4.31,3.57,4.62,65104229,1.29,44.4,Holstein
0,3.09,3.19,4.06,65125442,3.53,29.38,Lisasta
12,5.26,3.87,4.56,65121982,2.04,39.71,Lisasta
21.8,4.29,3.18,4.51,65085263,2.18,37.84,Holstein
5.8,4.47,3.66,4.47,65094324,1.48,38.63,Lisasta
4.8,5.18,4.21,4.05,65101054,1.27,37.33,Lisasta
15.1,4.66,3.77,4.46,65091146,0.81,45.82,Holstein
0,4.39,4.11,4.65,65124876,0.78,45.73,Holstein
0,3.41,3.39,4.64,65125885,1.78,43.28,Holstein
14.5,4.98,3.91,4.57,65112136,1.17,44.8,Holstein
14.4,3.26,3.6,4.5,65094038,1.37,41.14,Rjava
9.9,4.21,3.73,4.41,65102299,2.17,38.5,Holstein
11,5.48,3.61,4.68,65094027,0.68,47.92,Rjava
14,3.68,3.62,4.85,65090914,0.74,44.15,Lisasta
10.7,4.36,3.84,4.5,65091145,0.97,40.92,Holstein
0,4.58,4.69,4.16,65120315,0.3,44.62,Holstein
3.3,3.59,3.74,4.01,65099542,2.46,34,Lisasta
9.3,4.63,3.75,4.52,65106271,1.58,41.44,Lisasta
0,4.43,3.22,4.79,65125469,1.96,41.52,Lisasta
3,4.67,4.83,3.89,65097400,0.72,39.83,Rjava
9.9,4.66,3.82,4.66,65092268,0.69,45.58,Holstein
6.1,4.19,3.48,4.65,65088099,1.72,42.3,Lisasta
8.5,4.82,3.89,4.65,65091882,0,48.21,Rjava
9.5,4.49,3.99,4.37,65088617,0.32,49.53,Lisasta
14.2,3.05,3.28,4.64,65088058,2.14,39.19,Holstein
8.6,4.29,3.99,4.44,65091038,0.75,39.58,Rjava
11.2,3.87,2.83,4.64,65089428,2.9,34.53,Holstein
3,3.95,3.97,4.21,65111965,2.66,33.54,Holstein
4.1,4.9,4.06,4.81,65107261,0.36,46.98,Holstein
22.6,4.04,3.75,4.61,65090773,1.78,39.53,Holstein
5.2,2.27,3.54,3.87,65122102,4.21,25.09,Lisasta
3.5,6.08,4.96,4.54,65107259,0,51.4,Holstein
20.6,3.48,3.5,4.73,65104459,1.36,43.89,Lisasta
16.4,4.09,3.37,4.54,65115431,2.04,39.61,Holstein
11,4.64,3.76,4.44,65087883,1.21,42.3,Holstein
12.4,4.32,3.66,4.7,65099310,0.08,50.61,Lisasta
4.4,6.66,4.5,4.63,65107263,0.82,47.25,Holstein
4.4,4.77,3.9,3.36,65107264,3.73,27.58,Holstein
9.6,4.12,3.02,4.38,65115596,1.49,43.39,Rjava
9.4,4.36,3.63,4.46,65104690,1.23,42.82,Holstein
13,3.95,3.48,4.43,65096819,1.76,36.5,Rjava
1.7,4.56,4.76,4.17,65100669,0.87,38.09,Holstein
21,3.09,3.38,4.63,65097075,0.58,44.96,Holstein
3.5,4.86,4.08,4.83,65104385,0,50.45,Lisasta
17.2,3.65,3.55,4.45,65104806,1.78,41.71,Holstein
5,4.08,3.88,5.11,65085533,0.37,48.21,Lisasta
3.8,5.28,3.96,4.55,65094286,0.5,46.12,Lisasta
13.8,3.47,3.34,4.44,65105419,2.2,38.48,Lisasta
3.7,8.22,5.88,3.97,65099392,0,52.91,Holstein
4.6,4.5,3.13,4.55,65088088,1.82,41.23,Lisasta
9,3.82,3.25,4.58,65100872,3.3,31.67,Holstein
8.2,5.56,3.63,4.75,65107368,1.73,43.44,Holstein
14,5.28,4.01,4.4,65091011,0.02,47.63,Holstein
14.8,5.05,3.53,4.71,65093910,1.57,40.43,Lisasta
25.8,3.84,3.46,4.74,65097589,1.31,41.89,Holstein
9.3,4.29,4.45,4.27,65106207,1.43,37.78,Holstein
11.2,4.34,4.4,4.19,65107853,0.98,41,Holstein
11,4.9,4.08,4.46,65097515,0,49.7,Rjava
6,5.59,3.63,4.86,65106273,1.32,45.64,Lisasta
14,2.9,3.43,4.23,65107520,3.09,31.03,Lisasta
11,3.48,3.27,4.66,65106272,1.9,39.44,Lisasta
7.5,3.45,3.12,4.44,65087768,3.66,30.15,Holstein
11,3.06,3.15,4.1,65089887,1.78,35.97,Rjava
15,4.3,3.41,4.78,65089888,1.14,43.64,Holstein
7.8,6.14,4.58,4.49,65107741,0,51.13,Rjava
7,3.76,3.25,4.6,65117247,2.32,37.18,Holstein
0,4.2,2.62,4.48,65125921,2.95,36.06,Holstein
7.6,4.68,3.22,4.57,65089613,2.16,36.44,Lisasta
11.3,4.19,3.67,4.87,65117090,0.53,49.59,Holstein
8.6,3.65,2.61,4.64,65115483,2.51,40.47,Rjava
3,3.34,3.25,4.36,65100852,2.15,38.24,Lisasta
0,3.93,3.66,4.44,65125033,1.77,41.4,Holstein
12,4.88,3.36,4.65,65090718,1.2,40.54,Lisasta
12.2,3.94,3.88,4.75,65120176,1.09,44.35,Rjava
14,2.22,3.09,4.74,65120179,1.67,41.25,Rjava
8.2,4.14,3.55,4.67,65110922,2.39,34.9,Holstein
6.5,5.09,3.94,4.6,65100907,0,49.57,Lisasta
10.5,4.21,3.8,4.71,65110758,1.17,42.38,Holstein
9,4.95,4.1,4.73,65106389,0.24,49.81,Lisasta
10.8,4.34,3.93,4.18,65093824,0.86,43.71,Holstein
8.9,4.91,4.38,4.38,65119527,0.51,45.45,Holstein
0,4.73,3.78,4.19,65125454,1.5,40.03,Lisasta
0,3.54,3.15,4.55,65125453,1.75,42.01,Lisasta
0,3.5,3.33,4.5,65122524,1.6,43.39,Holstein
0,4.86,3.23,4.19,65122638,0.46,51.26,Holstein
0,4.05,4.18,4.15,65122185,2.76,34.48,Lisasta
8.9,4.82,4.31,4.29,65115378,0.43,48.64,Lisasta
6.2,4.57,3.38,4.77,65119454,1.58,44.52,Lisasta
10,4.16,3.15,4.67,65120247,2.21,39.93,Holstein
8.5,5.03,4,4.55,65085889,0.61,47.18,Lisasta
8.4,4.11,3.56,4.66,65115892,1.02,45.66,Lisasta
16.2,4.07,3.99,4.87,65116774,1.41,42.46,Lisasta
12.9,5.28,3.37,4.81,65107829,0.73,47.93,Holstein
11.2,5.08,4.08,4.5,65115773,0.9,46.21,Lisasta
7.4,4.1,3.42,4.81,65116950,1.64,42.15,Holstein
13,4.64,4.07,4.67,65116500,0.54,49.45,Lisasta
7.8,4.08,3.7,4.46,65110956,1.73,43.2,Lisasta
20.1,3.51,3.5,4.79,65110759,1.51,42.74,Holstein
0,4.97,3.98,4.67,65124659,1.46,43.74,Holstein
10.6,3.51,3.63,4.51,65088713,3.44,30.04,Holstein
5.8,6.31,3.59,4.06,65122035,2.53,38.56,Holstein
4.8,5.32,3.54,4.89,65122033,1.78,44.65,Holstein
9,5.18,4.12,4.39,65115583,0,54.35,Rjava
0,2.89,3.33,4.38,65125301,2.6,36.75,Lisasta
7.9,5.07,3.99,4.33,65093963,1.95,35.66,Lisasta
12.6,3.38,2.98,4.76,65116103,2.16,41.69,Holstein
10.5,3.54,3.25,4.53,65088172,1.74,42.59,Holstein
8.4,5.64,4.24,4.66,65110538,0.11,49.38,Rjava
15.7,4.11,3,4.68,65100697,2.15,38.54,Holstein
11.2,4.73,4.08,4.53,65110760,1.05,43.31,Holstein
14.5,4.76,3.63,4.56,65120031,2.37,38.35,Holstein
0,3.77,3.31,4.44,65124484,1.5,41.92,Lisasta
15.8,5.63,2.82,4.68,65094067,2.21,37.33,Holstein
8,3.97,3.19,4.54,65113029,2.12,40.95,Holstein
0,5.7,3.43,4.54,65122658,2.43,39.49,Holstein
8.8,4.55,3.63,4.78,65099578,1.22,44.26,Lisasta
0,3.91,3.24,4.65,65125275,2.04,38.35,Lisasta
15.7,3.25,3.16,4.25,65089663,2.83,31.73,Holstein
0,4.87,4.07,4.67,65125998,0,53.86,Holstein
0,3.44,3.53,4.55,65124915,0.55,48.45,Lisasta
9.7,4.05,3.64,4.79,65115461,0.34,50.17,Rjava
14.1,5.04,3.69,4.58,65102374,1.64,41.99,Lisasta
4.4,5.36,5.04,5.08,65121870,0,52.84,Holstein
0,6.1,4.56,4.21,65122578,0.71,47.51,Holstein
17.8,3.47,3.36,4.41,65091435,2.06,37.57,Holstein
16,4.73,3.15,4.44,65105298,1.96,40.56,Holstein
5,4.1,3.56,4.63,65085534,1.58,40.24,Lisasta
7.2,4.09,3.53,4.5,65089779,2.16,35,Lisasta
0,4.46,3.94,4.58,65122442,0,54.92,Rjava
7.2,5.67,3.95,4.78,65107331,0.63,49.33,Lisasta
19.6,3.98,3.56,5,65091039,0.84,41.71,Rjava
0,3.14,2.93,4.56,65125416,2.6,34.31,Lisasta
15.4,2.43,3.21,4.72,65105970,1.66,42.81,Holstein
12.2,3.54,3.35,4.66,65119895,2.47,37.28,Holstein
16,3.76,3.34,4.46,65085709,2.15,36.68,Holstein
10.3,4.03,3.94,4.56,65093632,0.85,42.23,Lisasta
4,5.27,4.43,4.69,65085361,0.08,47.33,Lisasta
10.8,3.78,3.43,4.51,65087836,1.96,40.92,Holstein
5.4,5.1,3.92,4.58,65088296,0.85,45.18,Lisasta
0,5.12,4.16,4.59,65125763,0.96,45.7,Lisasta
51.5,3.43,3.14,4.84,65119528,1.93,40.5,Holstein
16.2,6.45,3.63,4,65097558,0.9,42.41,Holstein
4.6,3.94,3.06,4.49,65120277,1.98,41.98,Holstein
11.8,3.9,3.19,4.53,65089799,1.3,43.09,Holstein
9.4,4.5,3.68,4.66,65091208,1.39,41,Lisasta
7.1,5.58,3.91,4.18,65091147,1.26,41.27,Holstein
7,4.5,3.35,4.38,65097239,1.55,39.79,Lisasta
2,4.43,4.53,4.26,65107404,0.11,45.76,Lisasta
15,3.86,3.01,4.32,65100698,2.44,36.04,Holstein
5.8,3.49,3.51,3.94,65090915,4.96,16.38,Lisasta
10,3.67,2.77,4.57,65085418,2.88,34.24,Holstein
14.4,3.34,2.78,4.64,65097157,1.85,40.81,Lisasta
14.9,4.19,3.49,4.66,65111849,1.37,42.77,Lisasta
11.8,4.3,3.53,4.73,65089164,0.81,45.92,Lisasta
9.8,3.72,3.1,4.49,65089210,2.12,38.88,Lisasta
5.1,3.06,3.59,4.58,65117177,0.4,47.97,Lisasta
14,5.32,4.19,4.75,65097293,0,51.59,Rjava
0,4.55,3.82,4.47,65120399,0.56,48.4,Holstein
6.8,4.6,3.78,4.59,65100659,1.05,43.12,Rjava
3.8,2.99,3.27,4.2,65087941,3.2,30.79,Lisasta
9.1,3.9,3.63,4.59,65106391,2.21,37.47,Lisasta
12.2,3.7,3.22,4.88,65106390,1.5,42.93,Lisasta
