SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,LETOROJ,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
3356781,11057,555312,2017-11-23,3,SI,74052332,8.5,4.96,3.7,4.44,8.85,0,28,2017-11-24,NA,0.007,65088718,0,2,NA,NA,0,6747,0,0,NA,1.5,41.67,Holstein,2011,110.9,114.9,99.7,106.6,107.1,4,15.09.2016,2017-11-23,2016-09-15,434
3356797,21427,555208,2017-11-22,10,SI,44009131,8.8,3.79,3.28,4.51,8.5,0,268,2017-11-24,NA,0.027,65087789,0,2,NA,NA,0,6747,0,0,NA,2,38.81,Lisasta,2011,106.8,104.3,91.1,87.2,102.2,4,17.05.2017,2017-11-23,2017-05-17,190
3356805,31629,556352,2017-12-06,22,SI,64024125,0,5.18,4.15,4.51,9.37,0,101,2017-12-08,NA,0.008,65122550,0,2,NA,NA,0,6791,0,0,NA,0.53,48.17,Holstein,2011,93.8,96.8,101.4,102,98.6,3,21.07.2016,2017-12-07,2016-07-21,504
3357213,9570,555485,2017-11-24,8,SI,73869056,13.3,5.39,3.4,4.78,8.89,0,89,2017-11-27,NA,0.01,65091879,0,2,NA,NA,0,6750,0,0,NA,0.19,47.52,Rjava,2011,107.7,120.3,139.9,145.9,124.9,4,08.10.2017,2017-11-26,2017-10-08,49
3358048,30045,556196,2017-12-05,5,SI,64019406,4.3,4.27,3.48,4.57,8.75,0,102,2017-12-06,NA,0.027,65116740,0,2,NA,NA,0,6784,0,0,NA,1.86,42.64,Lisasta,2011,81.3,86,81.5,96.8,78.6,4,08.05.2017,2017-12-05,2017-05-08,211
3358210,11429,555395,2017-11-23,8,SI,24049012,32.8,3.31,3.26,4.59,8.56,0,56,2017-11-27,NA,0.016,65090775,0,1,NA,NA,0,6750,0,0,NA,2,35.92,Holstein,2011,112.8,105.6,85,88.4,99.8,5,01.08.2017,2017-11-26,2017-08-01,117
3358281,24626,555759,2017-11-28,18,SI,04006259,6.4,4.62,4.22,4.91,9.83,0,229,2017-11-30,NA,0.019,65101199,0,2,NA,NA,0,6762,0.17,0,NA,0,47.73,Holstein,2011,114.7,104.9,79.5,80.9,97.5,2,26.12.2016,2017-11-29,2016-12-26,338
3358286,24626,555759,2017-11-28,17,SI,24006257,10.9,4.61,3.88,4.36,8.95,0,278,2017-11-30,NA,0.012,65101198,0,2,NA,NA,0,6762,0.03,-0.08,NA,1.25,43,Holstein,2011,95.6,93,98.5,99.1,95.7,4,13.11.2017,2017-11-29,2017-11-13,16
3358416,20948,555454,2017-11-25,19,SI,94010789,9.8,3.91,3.48,4.64,8.83,0,181,2017-11-27,NA,0.021,65091431,0,1,NA,NA,0,6750,0.06,-0.04,NA,1.68,38.6,Lisasta,2011,107.7,104.6,123,84.3,119.1,4,27.08.2017,2017-11-26,2017-08-27,91
3358569,6480,555512,2017-11-27,5,SI,34023608,11.4,3.19,3.2,4.8,8.71,0,1704,2017-11-28,NA,0.007,65093568,0,1,NA,NA,0,6753,0,0,NA,1.43,38.83,Rjava,2011,99.3,103.7,89,108.8,95.1,4,03.11.2017,2017-11-27,2017-11-03,24
3358692,2605,556147,2017-12-06,5,SI,84009687,6.8,4.67,3.03,4.55,8.29,0,134,2017-12-06,NA,0.019,65115978,0,1,NA,NA,0,6780,0.01,-0.04,NA,2.45,39.81,Holstein,2011,112.2,108,91.7,89.6,103.4,3,16.09.2017,2017-12-05,2017-09-16,80
3359856,15631,556468,2017-12-06,15,SI,14052338,0,1.76,3.46,4.99,9.16,0,31,2017-12-08,NA,0.014,65125577,0,2,NA,NA,0,6791,0,0,NA,0.92,45.76,Rjava,2011,81.4,85,111.6,126.9,85,4,08.10.2017,2017-12-07,2017-10-08,60
3359909,4344,555576,2017-11-27,5,SI,53966935,10.8,4.34,3.88,4.09,8.68,0,181,2017-11-28,NA,0.023,65094118,0,1,NA,NA,0,6753,0,-0.13,NA,1.87,35.78,Holstein,2011,118.3,131.2,100,119.7,121.9,3,05.11.2016,2017-11-27,2016-11-05,387
3359982,1956,555779,2017-11-28,6,SI,54010257,8.2,4.68,4.72,4.13,9.56,0,98,2017-12-01,NA,0.01,65104445,0,1,NA,NA,0,6765,0,0,NA,0,63.09,Lisasta,2011,83.4,93.2,107.7,141.9,86.1,5,23.11.2017,2017-11-30,2017-11-23,7
3360103,6023,555181,2017-11-21,8,SI,14053164,5.4,4.89,3.89,4.42,9.03,0,336,2017-11-23,NA,0.006,65085439,0,2,NA,NA,0,6747,0,0,NA,0.92,42.44,Holstein,2011,103.7,100.3,85.7,90.7,100,3,25.09.2016,2017-11-22,2016-09-25,423
3360141,8387,556504,2017-12-07,5,SI,24052564,0,5.03,3.99,4.62,9.32,0,425,2017-12-08,NA,0.014,65126348,0,2,NA,NA,0,6795,0,0,NA,0.99,47.19,Holstein,2011,97.1,106.8,122.4,120.4,109.8,4,06.07.2017,2017-12-07,2017-07-06,154
3360231,20346,555838,2017-11-30,4,SI,44008075,4.1,5.12,3.88,4.48,9.07,0,300,2017-12-01,NA,0.019,65105407,0,1,NA,NA,0,6765,0,0,NA,0.74,50.27,Lisasta,2011,81.8,85.6,107.3,108.6,83.1,4,03.07.2017,2017-11-30,2017-07-03,150
3360239,665,555911,2017-11-30,9,SI,04004130,9.3,4.39,3.1,4.49,8.3,0,972,2017-12-04,NA,0.022,65107258,0,2,NA,NA,0,6771,0.05,-0.02,NA,2.62,36.52,Holstein,2011,103.6,98.4,97,87.7,100.1,4,07.10.2017,2017-12-03,2017-10-07,57
3360676,32021,555663,2017-11-27,9,SI,74053261,9.6,8.52,3.42,4.08,8.21,0,210,2017-11-29,NA,0.002,65099378,0,2,NA,NA,0,6762,0.15,0.03,NA,2.13,45.55,Lisasta,2011,100.9,100.9,85.1,100.4,92.9,4,12.06.2017,2017-11-28,2017-06-12,169
3360694,8558,556215,2017-12-04,6,SI,24024985,7,3.94,3.63,4.51,8.84,0,133,2017-12-06,NA,0.009,65117129,0,2,NA,NA,0,6784,0,0,NA,2.23,37.82,Lisasta,2011,109.3,108.7,72.8,94.4,94.7,4,19.04.2017,2017-12-05,2017-04-19,230
3360966,22764,555191,2017-11-21,8,SI,94011807,5,4.66,3.93,4.48,9.12,0,331,2017-11-23,NA,0.018,65085581,0,2,NA,NA,0,6747,0.04,0.01,NA,1.59,39.53,Lisasta,2011,108.4,101.2,76.6,74.8,99.9,2,04.05.2015,2017-11-22,2015-05-04,933
3360970,10479,555203,2017-11-21,2,SI,34011810,7.7,4.71,3.13,4.55,8.39,0,2481,2017-11-23,NA,0.002,65085877,0,2,NA,NA,0,6747,0.19,0.1,NA,3.28,31.84,Lisasta,2011,96.9,92.2,99.1,79.2,95.5,4,05.06.2017,2017-11-22,2017-06-05,170
3360977,20009,555748,2017-11-28,5,SI,14010718,6.9,5.28,3.47,3.95,8.13,0,364,2017-11-30,NA,0.012,65102442,0,1,NA,NA,0,6765,0.18,0.09,NA,2.8,37.65,Holstein,2011,100.8,99.2,87.4,88.7,93.1,3,02.06.2017,2017-11-29,2017-06-02,180
3361152,7348,555684,2017-11-29,16,SI,24011330,5.2,4.97,4,4.6,9.31,0,158,2017-11-30,NA,0.004,65100589,0,1,NA,NA,0,6762,0.03,-0.07,NA,0.7,45.39,Lisasta,2011,107.6,108.7,91,102.3,101.8,3,16.10.2016,2017-11-29,2016-10-16,409
3361632,10789,555857,2017-11-30,4,SI,63880685,4,5.64,4.56,4.41,9.68,0,318,2017-12-01,NA,0.014,65105672,0,2,NA,NA,0,6765,0,0,NA,0.36,48.92,Holstein,2011,113.7,119,112.3,105.8,123.3,4,19.12.2016,2017-11-30,2016-12-19,346
3361656,4437,555890,2017-12-01,7,SI,24010597,7.1,4.53,3.87,4.45,9.03,0,1929,2017-12-01,NA,0.011,65106388,0,1,NA,NA,0,6771,0,0,NA,1.72,38.63,Lisasta,2011,106,105.3,93.3,99.7,102.4,3,05.08.2017,2017-11-30,2017-08-05,117
3361751,8060,556092,2017-12-04,12,SI,94020575,15.3,2.78,3.45,4.6,8.76,0,211,2017-12-06,NA,0.021,65115646,0,1,NA,NA,0,6780,0.06,-0.01,NA,1.39,42.48,Rjava,2011,112.7,106.8,82.3,98.8,98.4,4,08.10.2017,2017-12-05,2017-10-08,58
3362299,13294,555175,2017-11-21,10,SI,84011138,6.6,5.39,3.85,4.7,9.26,0,62,2017-11-23,NA,0.029,65085335,0,2,NA,NA,0,6747,0,0,NA,0.65,46.29,Rjava,2011,103.3,112.3,121.6,122.6,113.9,2,20.06.2017,2017-11-22,2017-06-20,155
3362378,30103,556488,2017-12-05,9,SI,94052495,0,4.21,3.84,3.9,8.45,0,215,2017-12-08,NA,0.016,65126026,0,1,NA,NA,0,6791,0,0,NA,2.49,35.35,Rjava,2011,92.8,93.1,106.3,88.6,93.8,2,12.02.2017,2017-12-07,2017-02-12,298
3362403,99197,555806,2017-11-29,1,SI,04010850,8.2,5.57,4.25,4.36,9.32,0,174,2017-12-01,NA,0.02,65104907,0,2,NA,NA,0,6765,0.04,-0.05,NA,0.84,46.14,Holstein,2011,100.6,103.5,113.1,108.2,113.2,3,16.01.2017,2017-11-30,2017-01-16,318
3362426,4361,556168,2017-12-04,5,SI,04147459,11.8,3.99,3.28,4.71,8.7,0,1564,2017-12-06,NA,0.016,65116332,0,2,NA,NA,0,6780,0.03,-0.03,NA,1.11,47.22,Lisasta,2011,114.6,110.4,84.3,84.8,106.6,4,14.05.2017,2017-12-05,2017-05-14,205
3362562,11424,555322,2017-11-23,18,SI,04053268,14,4.96,3.98,4.72,9.4,0,359,2017-11-24,NA,0.009,65088843,0,2,NA,NA,0,6747,0,0,NA,0.58,50.66,Lisasta,2011,103.2,111.7,144.9,135,122.5,2,24.09.2017,2017-11-23,2017-09-24,60
3363099,22390,555246,2017-11-23,12,SI,14011142,7.8,5.41,3.96,4.47,9.13,0,135,2017-11-24,NA,0.007,65088279,0,1,NA,NA,0,6747,0,0,NA,0.83,47.04,Holstein,2011,98.9,101.9,98.8,106.4,98.3,3,15.02.2017,2017-11-23,2017-02-15,281
3363411,2263,555409,2017-11-24,10,SI,63878457,2.8,3.71,4.63,3.98,9.32,0,1335,2017-11-27,NA,0.027,65091117,0,1,NA,NA,0,6750,0.21,0.07,NA,1.46,34.48,Holstein,2011,112.3,102.8,83.1,75.4,102.7,2,19.03.2016,2017-11-26,2016-03-19,617
3363427,2575,556146,2017-12-05,8,SI,74049529,9.6,4.88,4.03,4.43,9.17,0,67,2017-12-06,NA,0.026,65115933,0,1,NA,NA,0,6780,0,0,NA,0,49.75,Holstein,2011,114.3,120,103.9,107.4,123,4,22.01.2017,2017-12-05,2017-01-22,317
3363572,6448,556459,2017-12-07,2,SI,84147004,0,3.87,3.54,4.23,8.49,0,347,2017-12-08,NA,0.019,65125497,0,1,NA,NA,0,6791,0.01,-0.05,NA,1.28,43.59,Lisasta,2011,109.3,107.5,101.5,101.9,110.6,4,12.08.2017,2017-12-07,2017-08-12,117
3363587,21720,555489,2017-11-27,6,SI,74009994,18.8,3.66,2.82,4.67,8.2,0,20,2017-11-27,NA,0.017,65092255,0,1,NA,NA,0,6753,0,0,NA,1.21,42.86,Lisasta,2011,109.7,107.2,102.4,99.4,108,4,13.11.2017,2017-11-26,2017-11-13,13
3364698,31051,555496,2017-11-25,6,SI,14071919,6.8,4.37,3.99,4.33,9.03,0,493,2017-11-27,NA,0.026,65092380,0,2,NA,NA,0,6753,0,0,NA,1.43,36.09,Rjava,2011,117,112.6,78.5,97.4,102.1,4,30.01.2017,2017-11-26,2017-01-30,300
3364798,6752,555870,2017-11-28,3,SI,54147320,9.8,3.12,3.22,4.87,8.8,0,41,2017-12-01,NA,0.034,65105956,0,1,NA,NA,0,6765,0,0,NA,1.75,41.89,Lisasta,2011,114.9,110.3,81.3,85.7,105.2,5,26.08.2017,2017-11-30,2017-08-26,96
3364858,9951,555227,2017-11-22,8,SI,44024299,12.6,5.58,3.89,4.58,9.18,0,154,2017-11-24,NA,0.009,65088055,0,2,NA,NA,0,6747,0,0,NA,1.39,44.51,Holstein,2011,105.9,118.9,115.2,124.7,121.2,4,12.04.2017,2017-11-23,2017-04-12,225
3364872,4171,556035,2017-12-05,11,SI,84049528,5.8,4.72,3.67,4.19,8.58,0,90,2017-12-05,NA,0.016,65111748,0,1,NA,NA,0,6775,0.07,-0.01,NA,0.85,46.51,Holstein,2011,93.8,90.8,115.5,99.4,103.7,4,17.03.2017,2017-12-04,2017-03-17,262
3365038,16030,556437,2017-12-06,3,SI,14012507,0,5.27,3.38,4.86,8.96,0,28,2017-12-08,NA,0.034,65125232,0,2,NA,NA,0,6791,0,0,NA,1.4,45.41,Lisasta,2011,94.3,92.7,108.3,81.8,96.5,3,03.05.2017,2017-12-07,2017-05-03,218
3365054,21888,556333,2017-12-06,1,SI,64011343,0,4.03,4.08,4.34,9.13,0,235,2017-12-08,NA,0.022,65122180,0,1,NA,NA,0,6791,0,0,NA,1.25,42.54,Lisasta,2011,114.5,118.6,95.1,115.5,108.8,4,08.06.2017,2017-12-07,2017-06-08,182
3365556,11093,556064,2017-12-04,4,SI,04132211,7.4,5.83,4.06,4.49,9.26,0,397,2017-12-06,NA,0.031,65115127,0,2,NA,NA,0,6780,0.08,-0.03,NA,0.54,50.55,Holstein,2011,101,110.5,120.9,123.7,115.1,4,22.02.2017,2017-12-05,2017-02-22,286
3365566,4969,556066,2017-12-05,3,SI,84132206,6,5.82,4.28,4.52,9.51,0,171,2017-12-06,NA,0.003,65115161,0,1,NA,NA,0,6780,0,0,NA,0,49.83,Lisasta,2011,109.2,115.8,135.6,115.4,126.4,4,28.06.2017,2017-12-05,2017-06-28,160
3365571,3527,555319,2017-11-23,5,SI,74147603,6.6,4.88,4.46,3.61,8.78,0,219,2017-11-24,NA,0.011,65088775,0,1,NA,NA,0,6747,0.14,-0.01,NA,0.78,41.71,Holstein,2011,105,106,97.4,101.9,101.7,3,03.12.2016,2017-11-23,2016-12-03,355
3365643,8162,555465,2017-11-24,5,SI,24012898,11.5,4.54,3.14,4.5,8.36,0,857,2017-11-27,NA,0.005,65091566,0,1,NA,NA,0,6750,0.01,-0.08,NA,2.39,37.23,Lisasta,2011,100.8,100.4,97,91.7,98.2,4,04.08.2017,2017-11-26,2017-08-04,114
3365652,4743,555563,2017-11-28,6,SI,73841737,17.9,5.66,3.05,4.54,8.31,0,46,2017-11-28,NA,0.012,65093937,0,1,NA,NA,0,6753,0.1,0.01,NA,3.33,31.62,Holstein,2011,106.9,101.1,93.3,87.3,97.3,4,08.09.2017,2017-11-27,2017-09-08,80
3365668,156,555401,2017-11-24,8,SI,93980476,13.6,3.9,3.42,4.58,8.7,0,30,2017-11-27,NA,0.015,65091009,0,1,NA,NA,0,6750,0,0,NA,1.82,38.2,Holstein,2011,105.3,106,93.8,105.4,99.8,4,01.10.2017,2017-11-26,2017-10-01,56
3365683,15951,555377,2017-11-24,9,SI,93881205,8.4,1.8,4.02,4.7,9.43,0,342,2017-11-24,NA,0.029,65089938,0,1,NA,NA,0,6750,-0.01,-0.09,NA,0,47.38,Lisasta,2011,106.1,107.4,96,105.4,105.2,3,23.12.2016,2017-11-23,2016-12-23,335
3365783,4222,555785,2017-11-29,27,SI,83951419,18.7,4.02,3.36,4.43,8.5,0,77,2017-12-01,NA,0.032,65104511,0,2,NA,NA,0,6765,0,0,NA,2.18,38.23,Holstein,2011,117.6,121.6,109.6,107.4,129.2,4,23.03.2017,2017-11-30,2017-03-23,252
3365791,4222,555785,2017-11-29,28,SI,93951425,16.7,5.14,3.57,4.24,8.52,0,239,2017-12-01,NA,0.027,65104512,0,2,NA,NA,0,6765,0,0,NA,3.15,30.12,Holstein,2011,97.2,93.4,80.2,101.8,78.1,4,16.11.2017,2017-11-30,2017-11-16,14
3365810,5949,555573,2017-11-27,11,SI,74008302,19.2,4.02,3.14,4.76,8.61,0,34,2017-11-28,NA,0.015,65094064,0,2,NA,NA,0,6753,-0.02,-0.1,NA,1.91,39.81,Holstein,2011,100.7,95.1,104.5,95.1,99.8,5,09.09.2017,2017-11-27,2017-09-09,79
3365867,5949,555573,2017-11-27,13,SI,34008313,17.1,3.61,3,4.86,8.57,0,25,2017-11-28,NA,0.02,65094066,0,2,NA,NA,0,6753,0.04,-0.05,NA,1.79,38.95,Holstein,2011,122.6,122.8,99.6,94.7,121.9,4,09.09.2017,2017-11-27,2017-09-09,79
3365907,10826,555392,2017-11-20,3,SI,84010450,12.9,4.23,3.64,4.53,8.88,0,29,2017-11-27,NA,0.023,65090716,0,1,NA,NA,0,6750,0.09,0,NA,1.05,41.79,Lisasta,2011,124.7,128.1,92.7,107.7,117.5,4,10.08.2017,2017-11-26,2017-08-10,108
3366386,12950,555284,2017-11-22,16,SI,93988601,10.6,4.23,2.82,4.83,8.36,0,248,2017-11-24,NA,0.015,65088453,0,2,NA,NA,0,6747,0,0,NA,2.47,37.36,Rjava,2011,118.6,115.5,71.5,88.6,103.8,4,23.07.2017,2017-11-23,2017-07-23,123
3366435,7818,556481,2017-12-05,4,SI,74011737,0,3.61,2.36,4.57,7.64,0,216,2017-12-08,NA,0.005,65125919,0,2,NA,NA,0,6791,0,0,NA,3.08,37.62,Holstein,2011,90.5,88.2,86.6,91,81.7,4,04.10.2017,2017-12-07,2017-10-04,64
3366450,4296,555661,2017-11-28,4,SI,84052867,6.2,4.96,4.03,4.51,9.25,0,180,2017-11-29,NA,0.008,65099332,0,1,NA,NA,0,6762,0,0,NA,0.02,50.82,Rjava,2011,113.7,114,91.3,99.8,108.4,3,19.12.2016,2017-11-28,2016-12-19,344
3366469,16082,555864,2017-11-29,10,SI,34147607,7.8,6.33,4.78,4.68,10.17,0,132,2017-12-01,NA,0.016,65105831,0,2,NA,NA,0,6765,0.09,-0.07,NA,0,52.07,Lisasta,2011,104.5,110.2,132.8,128.6,121.9,4,07.03.2017,2017-11-30,2017-03-07,268
3366486,7870,555174,2017-11-22,8,SI,93986836,13.2,3.78,3.38,4.74,8.83,0,28,2017-11-23,NA,0.016,65085305,0,1,NA,NA,0,6747,0.02,-0.05,NA,1.89,40.09,Holstein,2011,90.1,91.8,119.4,101.9,104.2,5,21.04.2017,2017-11-22,2017-04-21,215
3366597,12950,555284,2017-11-22,11,SI,83988602,6.3,4.28,3.61,4.89,9.21,0,26,2017-11-24,NA,0.014,65088448,0,2,NA,NA,0,6747,0,0,NA,0.86,45.23,Rjava,2011,109.2,108.9,83.3,100.3,101.5,4,03.05.2017,2017-11-23,2017-05-03,204
3366612,8060,556092,2017-12-04,13,SI,04020581,14.2,4.57,3.34,4.49,8.54,0,105,2017-12-06,NA,0.03,65115647,0,1,NA,NA,0,6780,0.1,-0.04,NA,0.71,47.32,Rjava,2011,104.6,103.8,97.3,113.2,100.5,4,17.11.2017,2017-12-05,2017-11-17,18
3366613,8060,556092,2017-12-04,14,SI,94020582,9.8,4.11,3.89,4.39,8.98,0,230,2017-12-06,NA,0.027,65115648,0,1,NA,NA,0,6780,0.07,-0.05,NA,1.82,39.36,Rjava,2011,136,137.3,96.9,112.1,130.9,3,09.03.2017,2017-12-05,2017-03-09,271
3367096,22393,555690,2017-11-28,13,SI,34011140,10.3,4.09,3.65,4,8.36,0,652,2017-11-30,NA,0.012,65100695,0,2,NA,NA,0,6762,0.05,-0.02,NA,2.25,33.44,Holstein,2011,142.2,128.8,88.6,76.3,133,3,26.10.2016,2017-11-29,2016-10-26,399
3367198,15801,555488,2017-11-27,2,SI,63533929,11.4,3.8,3.26,4.51,8.48,0,416,2017-11-27,NA,0.019,65092223,0,1,NA,NA,0,6753,0,0,NA,2.28,37.35,Holstein,2011,103.4,111.6,105.6,120.5,103.5,3,05.08.2017,2017-11-26,2017-08-05,113
3367227,16062,555861,2017-11-29,5,SI,43984901,15,3.57,2.93,4.72,8.36,0,147,2017-12-01,NA,0.016,65105765,0,2,NA,NA,0,6765,0,0,NA,1.79,40.26,Lisasta,2011,115.5,112.2,89.2,80.9,111.1,4,16.10.2017,2017-11-30,2017-10-16,45
3367337,15960,555599,2017-11-28,5,SI,84020590,5.8,4.08,3.34,4.29,8.34,0,133,2017-11-29,NA,0.04,65096851,0,1,NA,NA,0,6756,0.04,-0.08,NA,1.45,43.4,Rjava,2011,90,91.5,99.7,94.9,91.4,4,09.02.2017,2017-11-28,2017-02-09,292
3367351,440,555980,2017-12-01,7,SI,44038917,8.6,3.79,3.86,4.19,8.76,0,3433,2017-12-05,NA,0.019,65110503,0,1,NA,NA,0,6775,0.02,-0.05,NA,2.35,36.01,Rjava,2011,104,101.1,83.3,112.5,89.4,4,01.09.2017,2017-12-04,2017-09-01,94
3367788,10789,555857,2017-11-30,6,SI,14037500,13,5.4,3.42,4.55,8.68,0,51,2017-12-01,NA,0.018,65105674,0,2,NA,NA,0,6765,0,0,NA,1.46,45.48,Holstein,2011,121.3,128.9,112.2,104.8,135.5,5,15.10.2017,2017-11-30,2017-10-15,46
3367791,11423,555349,2017-11-23,5,SI,74011751,6.9,4.54,3.58,4.67,8.96,0,557,2017-11-24,NA,0.004,65089330,0,1,NA,NA,0,6750,0,0,NA,1.38,40.69,Lisasta,2011,99.3,98.9,101.5,101.8,99.2,4,01.05.2017,2017-11-23,2017-05-01,206
3367890,21336,555630,2017-11-27,5,SI,74011830,8.6,3.78,3.23,4.74,8.68,0,46,2017-11-29,NA,0.006,65097203,0,1,NA,NA,0,6756,-0.01,-0.07,NA,1.55,42.65,Lisasta,2011,91.8,93.4,91.7,94.8,89.8,4,24.09.2017,2017-11-28,2017-09-24,65
3367905,7853,555751,2017-11-30,4,SI,34011834,4.2,7.02,4.71,4.53,9.95,0,179,2017-11-30,NA,0.009,65102503,0,1,NA,NA,0,6765,0,0,NA,0,57.43,Lisasta,2011,87,95.7,147.9,132.2,101.1,3,10.07.2016,2017-11-29,2016-07-10,507
3368004,7590,556361,2017-12-07,6,SI,24011251,0,2.25,2.43,4.25,7.39,0,46,2017-12-08,NA,0.016,65124420,0,1,NA,NA,0,6791,-0.03,-0.03,NA,2.78,40.19,Holstein,2011,139.5,119.5,66,62.4,106.6,3,26.09.2017,2017-12-07,2017-09-26,72
3368017,23134,556032,2017-12-04,9,SI,34012811,6.5,5.59,3.54,4.43,8.67,0,59,2017-12-05,NA,0.01,65110983,0,2,NA,NA,0,6775,0.08,-0.02,NA,1.48,44.61,Lisasta,2011,96.3,101.3,120.2,113.3,102.3,3,18.06.2017,2017-12-04,2017-06-18,169
3368114,7821,555787,2017-11-30,6,SI,44021179,7,4.71,3.86,4.71,9.28,0,155,2017-12-01,NA,0.009,65104630,0,1,NA,NA,0,6765,0,0,NA,0.4,50.14,Holstein,2011,86.3,88.1,110.2,90.1,96.7,3,25.02.2017,2017-11-30,2017-02-25,278
3368141,10370,555450,2017-11-23,9,SI,44012872,13.1,3.04,3.01,4.6,8.33,0,3155,2017-11-27,NA,0.019,65091335,0,1,NA,NA,0,6750,0,0,NA,2.33,34.54,Lisasta,2011,107.1,105.2,83.6,102.1,100.8,4,08.10.2017,2017-11-26,2017-10-08,49
3368225,31195,555375,2017-11-23,8,SI,74052260,9.5,5.11,3.82,4.25,8.79,0,234,2017-11-24,NA,0.02,65089885,0,2,NA,NA,0,6750,0.08,-0.06,NA,1.28,41.91,Holstein,2011,93.4,99.5,140,111.4,118.7,4,19.04.2017,2017-11-23,2017-04-19,218
3368267,21707,555351,2017-11-24,8,SI,44009997,15.6,3.27,3.58,4.56,8.85,0,28,2017-11-24,NA,0.016,65089393,0,1,NA,NA,0,6750,-0.01,-0.08,NA,0,52.76,Lisasta,2011,117,116.3,99.4,96.6,116.5,4,15.11.2017,2017-11-23,2017-11-15,8
3368280,16111,555804,2017-11-29,17,SI,33934749,13.2,3.52,3.9,4.59,9.2,0,69,2017-12-01,NA,0.034,65104803,0,1,NA,NA,0,6765,0.01,-0.07,NA,0.01,50.1,Lisasta,2011,134,133.9,73,101.2,116.3,4,02.03.2017,2017-11-30,2017-03-02,273
3368926,330,556392,2017-12-06,9,SI,93821098,0,5.34,4.19,4.48,9.38,0,138,2017-12-08,NA,0.028,65124772,0,2,NA,NA,0,6791,0.02,-0.08,NA,1.18,45.86,Rjava,2011,130.8,122.3,91.6,90,121.9,3,15.11.2016,2017-12-07,2016-11-15,387
3369177,4677,555775,2017-11-28,7,SI,64050616,0,4,3.77,4.54,9.02,0,349,2017-12-01,NA,0.03,65104285,0,2,NA,NA,0,6765,0.02,-0.05,NA,1.87,37.16,Lisasta,2011,113.4,115.6,106.7,107.4,115.1,4,11.06.2017,2017-11-30,2017-06-11,172
3369179,4677,555775,2017-11-28,6,SI,84050614,0,4.2,3.46,4.64,8.81,0,31,2017-12-01,NA,0.028,65104284,0,2,NA,NA,0,6765,0,-0.06,NA,0.99,45.97,Lisasta,2011,107.7,103.9,103.2,96.4,106.5,4,16.07.2017,2017-11-30,2017-07-16,137
3369211,5501,556060,2017-12-04,3,SI,84011530,4.3,3.81,3.01,4.36,8.08,0,103,2017-12-05,NA,0.033,65112247,0,2,NA,NA,0,6775,0,0,NA,2.65,38.31,Lisasta,2011,86.9,87.5,75.1,84.3,81.4,2,19.04.2017,2017-12-04,2017-04-19,229
3369237,2628,555984,2017-12-01,4,SI,74052772,5,3.97,3.24,4.66,8.61,0,460,2017-12-05,NA,0.01,65110583,0,1,NA,NA,0,6775,0,0,NA,1.82,39.51,Lisasta,2011,91.5,93.5,89.2,90,88.7,4,09.05.2017,2017-12-04,2017-05-09,209
3369351,9477,555508,2017-11-26,5,SI,04148302,9,3.36,3.24,4.72,8.67,0,50,2017-11-28,NA,0.001,65093531,0,1,NA,NA,0,6753,0,0,NA,1.52,41.27,Lisasta,2011,94.9,96.5,83.6,89.3,91.5,4,18.08.2017,2017-11-27,2017-08-18,101
3369451,11154,555944,2017-12-04,15,SI,94054514,15.8,4.06,3.9,4.66,9.27,0,98,2017-12-04,NA,0.021,65107521,0,1,NA,NA,0,6771,0,-0.08,NA,0.74,47.44,Lisasta,2011,127.1,126.2,90.4,100.8,121.8,4,23.07.2017,2017-12-03,2017-07-23,133
3369540,9666,555219,2017-11-22,8,SI,74009774,5.7,4.34,3.83,4.53,9.07,0,97,2017-11-24,NA,0.014,65087970,0,2,NA,NA,0,6747,0,0,NA,1.31,42.65,Lisasta,2011,115.2,118.5,107,107.4,119.7,4,20.03.2017,2017-11-23,2017-03-20,248
3369553,2787,556054,2017-12-04,24,SI,04132723,10,5.71,4.2,4.47,9.38,0,151,2017-12-05,NA,0.027,65112131,0,1,NA,NA,0,6775,0,0,NA,0.81,47.44,Holstein,2011,96.9,110.4,134.1,134.7,117.1,3,21.08.2017,2017-12-04,2017-08-21,105
3370011,582,555535,2017-11-27,12,SI,83929252,6.6,6.24,4.54,4.32,9.56,0,832,2017-11-28,NA,0.012,65093730,0,2,NA,NA,0,6753,0.08,-0.09,NA,1.24,41.28,Holstein,2011,97.9,112,127.3,131.1,115.8,4,24.11.2016,2017-11-27,2016-11-24,368
3370017,582,555535,2017-11-27,13,SI,53929255,8.4,4.48,3.43,4.59,8.74,0,82,2017-11-28,NA,0.018,65093731,0,2,NA,NA,0,6753,0.03,-0.04,NA,1.64,42.06,Holstein,2011,98.3,90.9,111.1,90.7,104.6,3,14.11.2016,2017-11-27,2016-11-14,378
